,Date,Location,Operator,Route,Type,Total_Aboard,Passengers_Aboard,Crew_Aboard,Total_Fatalities,Passengers_Fatalities,Crew_Fatalities,Ground,Summary,Year
2139,1965-03-26,"Lowery Pass, Pakistan",Pakistan International Airlines,Peshawar - Chitral,Douglas C-47,26,22,4,22,18,4,0,Crashed into a mountain  near the Lowari Pass.,1965
2141,1965-10-04,"Near Damascus, Syria",Alia Royal Jordanian Airlines,Beirut  - Amman,Handley Page Dart Herald 207,54,50,4,54,50,4,0,"The plane flew into a mountain at 4,200 ft after taking off from Beirut. Structural failure of the fuselage.",1965
2167,1965-09-17,"Chances Peak, Montserrat",Pan American World Airways,"Fort de France, Martinque- Saint Johns, Antigua",Boeing B-707-121B,30,21,9,30,21,9,0,"Crashed into mountains 32 miles southwest of its destination while descending for a landing. Pilot became lost and disoriented. Crew did not determine their position before descending. Navigation error. The aircraft was named ""Clipper Constitution.""",1965
2181,1965-11-27,"Salt Lake City , Utah",Edde Airlines,Salt Lake - Albuquerque,Douglas C-53-DO (DC-3A),13,9,4,13,9,4,0,Crashed into a hill 22 miles south of Salt Lake City after taking off in snow and poor visibility. The track was aboout 1 mile east of Pass Through mountain. Judgment of the pilot in command in initiating a VFR flight under existing weather conditions and terrain environment.,1965
2189,1966-01-14,"Shamurat, Uzbekistan",Aeroflot,Nurata - Samarkand,Antonov AN-2,11,9,2,11,9,2,0,The aircraft hit the slope of a mountain 3.4 km from Shamurat. Crew who decided to continue the flight in below-minima weather conditions.,1966
2192,1966-01-22,"Port-au-Prince, Haiti",COHATA,Les Cayes -Jérémie,Douglas DC-3,35,28,7,30,23,7,0,Crashed into a mountain  5 minutes after taking off from Las Cayee.,1966
2203,1966-05-03,"Near Gotemba City, Mt. Fuji, Japan",British Overseas Airways,Tokyo - Hong Kong,Boeing B-707-436,124,113,11,124,113,11,0,The aircraft crashed into Mt. Fuji after encountering severe turbulence when the pilot decided to give the passengers a view of the mountain. The aircraft encountered severe clear air turbulence and started to come apart in the air before crashing.,1966
2216,1966-11-07,"Hideaway Park, Colorado",Alamo Airways,Unknown,de Havilland 104-6A,3,2,1,3,2,1,0,"Struck mountain slope while in level flight. VFR flight into adverse weather conditions. Weather conditions were poor with low ceiling, rain showers, thunderstorm activity and turbulences.",1966
2219,1966-03-08,"Benito, Bolivia",Lloyd Aéreo Boliviano,Riberalta - Cochabamba,Curtiss C-46D,3,0,3,3,0,3,0,"The cargo  aircraft was not being flown at the recommended altitude when it reached mountains to be crossed, nor whas it at the proper crossing point. A secondary factor was the lack of navigational aids in the area.",1966
2230,1966-01-10,"Near Wemme, Oregon",West Coast Airlines,Eugene - Portland,McDonnell Douglas DC-9-14,18,13,5,18,13,5,0,"The plane crashed into Salmon Mountain while on approach to Portland. The pilots evidently had agreed to maintain 9,000 feet, but descended instead. The aircraft hit the mountain at the 3,830-foot level of a 4,090-foot ridge. The crew's descent  below its clearance limit and below that of surrounding obstructing terrain for reasons unknown. First crash of a DC-9.",1966
2256,1967-10-03,"Near Klamath Falls, Oregon",West Coast Airlines,Klamath Falls - Medford - North Bend - Portland - Seattle,Fairchild F-27,4,1,3,4,1,3,0,The aircraft struck the northwestern slope of Stukel Mountain just after takeoff. Loss of control due to ice accretion on airframe surfaces. The pilot should have required that de-icing fluid be applied prior to takeoff.,1967
2257,1967-11-03,"Mt Visenti, Italy",Aeralpi,Venezia - Belluno,de Havilland Canada DHC-6 Twin Otter 100,5,3,2,4,2,2,0,Flew into Colcanin Mountain in heavy fog while en route.,1967
2262,1967-11-04,"Tamanrasset, Algeria",Air Algerie,Algiers - Tamanrasset,Douglas DC-4,39,33,6,35,29,6,0,Crashed into a mountainside while descending to land at Tamanrasset. Cause unknown.,1967
2270,1967-03-06,"Mt. Canigou, near Roussillon, France",Air Ferry Ltd,Manston - Perpignan,Douglas C54A,88,83,5,88,83,5,0,Crashed into a mountain while attempting to land. Series of errors by the crew due to intoxication by carbon monoxide fumes. Difficulty in communication between the ATC and crew due to lack of phraseology.,1967
2281,1967-06-07,"Bacolod, Philippines",Philippine Air Lines,Bacolod - Mactan,Fokker F-27 Friendship 100,21,17,4,21,17,4,0,Crashed into a mountain in poor weather. Pilot error. Decision to fly VFR over rugged terrain in IFR conditions.,1967
2284,1967-07-25,"Near Luang Prabang, Laos",Vehu Akat,Vientiane - Luang Prabang,Douglas DC-3,16,13,3,16,13,3,0,Struck a mountain in the Phou Pha Bon range while in a holding pattern. Encountered strong turbulence and downdrafts.,1967
2298,1967-08-12,"Carpich Huanuco Mt., Peru",Faucett,Huanuco - Tingo Maria,Douglas DC-C-54A,72,66,6,72,66,6,0,"The plane flew into 10,500 ft. Carpish Mountain,30 miles from Tingo Maria.",1967
2322,1968-10-04,"Near Mexico City, Mexico",Aerovias Rojas,Aguascalientes - Mexico City,Douglas DC-3,18,14,4,18,14,4,0,While operating on its inaugural flight the aircraft crashed into a mountain en route after getting lost.,1968
2337,1968-07-15,"Gravata, Brazil",Varig,São Paulo - Recife,Curtiss C-46C,3,0,3,3,0,3,0,Struck a mountain.,1968
2346,1968-08-31,"Near Odda, Norway",Westwing,Unknown,de Havilland Canada DHC-3 Otter,6,5,1,5,4,1,0,Crashed into a hill in poor weather conditons while flying raindeer hunters to a mountain location. One man survived by jumping from the plane seconds before it caught fire.,1968
2355,1968-10-25,"Hanover, New Hampshire",Northeast Airlines,"Boston, MA - Montpelier, VT - Lebanon, NH",Fairchild-Hiller FH227C,42,39,3,32,30,2,0,The aircraft crashed into Moose Mountain during an approach. Execution of a non-standard approach.  Premature descent. The crew was not able to determine accurately its position because they had performed a non-standard instrument approach and there were no supplement navigational aids available for their use.,1968
2364,1968-12-26,"Ensenada, Mexico",Exportada De Sal S.A.,Tijuana - Guerrero Negro,Douglas DC-3,12,10,2,12,10,2,0,Crashed into a mountain after being blown off course by a storm while en route.,1968
2366,1968-12-31,"Near Ciudad Victoria, Mexico",Servicios Aéreos Especiales,Reynosa - Tampico,Douglas DC-3,26,22,4,26,22,4,0,"Struck the slope of a mountain west of Soto la Marina in marginal weather,",1968
2369,1969-02-01,"Mt. Paku, Taiwan",China Airlines (Taiwan),Kaohsiung - Hualien,Douglas DC-3D,24,19,5,24,19,5,0,Encountered extreme turbulence and downdrafts while en route near mountains.,1969
2373,1969-01-16,"Near Hue, Vietnam",Air America,Hue - da Nang,Douglas C-47 Skytrain (DC-3),12,9,3,12,9,3,0,Struck a mountain in poor weather while en route.,1969
2375,1969-02-18,"Near Lone Pine, California",Mineral County Airlines,"Hawthorne, NV - Burbank - Long Beach",Douglas DC-3,35,32,3,35,32,3,0,"The flight designated ""gambler's special"" flew into  Mt. Whitney at 11,770 ft. about 11 miles west of Lone Pine.  Deviated from prescribed course, as authorized, resulting in the aircraft being operated under IFR weather conditions, in high mountainous terrain, in an area where there was a lack of radio navigation aids. Aircraft recovered 8/8/69.",1969
2377,1969-05-03,"San Juan, Puerto Rico",Prinair,Saint Thomas - San Juan,de Havilland DH-114 Heron 2D,19,17,2,19,17,2,0,Crashed into the Sierra de Luquillo mountains. The vectoring of the aircraft by a ATC trainee into mountainous terrain under IFR  conditions without adequate clearance altitude.,1969
2383,1969-02-04,"Zawoja, Poland",LOT Polish Airlines,Warsaw - Cracow,Antonov AN-24V,53,48,5,53,48,5,0,The aircraft was on a flight from Warsaw to Cracow when it crashed into the Babia Gora mountains. The aircraft deviated from its normal route in heavy fog for unknown reasons.,1969
2398,1969-06-28,"Near Talas, Kyrgyzstan",Aeroflot,"Talas, Kyrgyzstan - Frunze, Russia",Ilyushin IL-14,40,35,5,40,35,5,0,The passenger plane struck a mountian 34 km from Talas. Crew error. The crew made a right turn  towards the mountains instead of  a left turn.,1969
2400,1969-12-07,"Hitauda, Nepal",Royal Nepal Airlines,Katmandu - Simra,Douglas DC-3,35,31,4,35,31,4,0,Collided with trees on a cloud covered mountain summit. The plane was 10 miles from its destination when it crashed. Weather was poor at the time of the accident.,1969
2410,1969-08-26,"Khovu-Aksy, Russia",Aeroflot,Kyzyl - Khovu-Aksy,Antonov AN-2,14,11,3,14,11,3,0,The crew encountered below-minima weather conditions with low clouds over the mountains.The airplane struck the slope of a mountain,1969
2415,1969-08-09,"Near Medina, Colombia",SATENA,Bogota - Villavicencio,Douglas DC-3,32,29,3,32,29,3,0,"Flew into a mountain, 30 miles from its destination after being diverted because of a severe storm.",1969
2428,1969-11-19,"Mt. Pilot Knob, Glens Falls, New York",Mohawk Airlines,Albany - Glenn Falls,Fairchild-Hiller FH-227B,14,11,3,14,11,3,0,"Struck trees on the northwest slope of Pilot Knob Mountain, and impacted a rock cliff, after which the aircraft fell 38ft, becoming lodged between trees. The captain exceeded his clearance limits and flew the aircraft into a severe ""lee side"" mountain downdraft at an altitude insufficient for recovery.",1969
2440,1970-01-14,"Mt. Pumacona, Peru",Faucett,Trujillo - Juanjui,Douglas DC-4,28,24,4,28,24,4,0,"Flew into a 10,500 ft. mountain. The mental state of the pilot-in-command adversely affected his judgement and efficiency. Contributing factors  ATC error, navigational aids not functional.",1970
2443,1970-01-28,"Near Batagai, Russia",Aeroflot,Chokurdakh - Batagay,Antonov AN-24,34,28,6,34,28,6,0,Crashed into a mountain while on approach after executing a premature descent.,1970
2445,1970-01-29,"Near Murmansk, Russia",Aeroflot,Leningrad - Murmansk,Tupolev TU-124,11,32,6,11,8,3,0,Collided with a snow-covered rocky mountain slope 40 km northeast of Batagay Airport at an altitude of 1020 meters. The crew had initiated a descent prematurely.,1970
2446,1970-04-02,"Apuseni mountains, Romania",Tarom,Bucharest - Oradea,Antonov AN-24V,22,18,4,21,17,4,0,"While descending in poor weather conditions, the airplane struck tree tops, stalled and crashed in a snow covered hill located in the Vladeasa Mountain Range, about 73 km southeast of Oradea Airport.",1970
2448,1970-06-02,"Near Samarkand, USSR",Aeroflot,Tashkent - Samarkand,Ilyushin IL-18V,106,98,8,92,85,7,0,"Crashed into a mountain at an elevation of 5,000 ft. 32 km northeast of Samarkand Airport.  Misidentification of the aircraft by the air traffic controller.",1970
2461,1970-04-21,"Manila, Philippines",Philippine Air Lines,Cuayan - Manila,Hawker Siddeley HS-748-209,36,32,4,36,32,4,0,"The aircraft was on a flight from Cauayan, Isabela to Manila when it crashed into mountainous terrain after a bomb explosion in the rear lavatory of the aircraft  broke off the tail section.",1970
2476,1970-03-07,"Near Arbucias, Gerona, Spain",Dan Air Services,Manchester - Barcelona,de Havilland Comet 4,112,105,7,112,105,7,0,"Due to heavy traffic, the flight was diverted from the planned route. The aircraft failed to follow the assigned airway and crashed into a cloud obscured Montseny Mountain while on approach. The deviation from the assigned airway may have been caused by malfunctioning equipment. In addition, the ATC did not realize the aircraft was deviating from its assigned course.",1970
2483,1970-12-08,"Taipei, Taiwan",China Airlines (Taiwan),Hwa-Lien,NAMC YS-11A-219,31,26,5,14,12,2,0,Crashed on Yuan mountain while on approach to Taipei during a thick fog and thunderstorm activity.,1970
2489,1970-03-09,"Near Leningrad, USSR",Aeroflot,"Frunze, Kyrgyzstan - Leninabad, Tajikistan",Yakovlev YAK-40,21,18,3,21,18,3,0,"Crashed into a mountain after the captain descended over mountainous terrain without knowing his position. Poor flight planning, erroneous in-flight decisions and navigation errors on part of the flying crew caused the aircraft to be off-course at the time of the accident, resulting in a controlled flight into terrain.",1970
2491,1970-09-26,"Near Vagar, Faeroe Islands, Denmark",Icelandair,Reykjavik - Vágar,Fokker F-27 Friendship 300,34,30,4,8,7,1,0,"Crashed into the slope of Mt Knuku mountains on Mueggenaes Island at  an altitude of 1,500 ft., 2 miles off course, while descending, after holding for 20 minutes.",1970
2493,1970-02-10,"Mt. Trelease, near Silver Plume, Colorado","Charter, Golden Eagle Aviation Inc.","Wichita - Denver - Logan, Utah",Martin 404,40,37,3,32,30,2,0,"Two charter planes took off Wichita for a flight to Logan, Utah via Denver. The flight was uneventful to Denver.  The crew of N464M decided to fly a scenic route the rest of the way to Logan. The aircraft, which was overloaded by 5,165 lbs. , flew into a box canyon. Confronted with steeply rising terrain, the pilot made a sharp bank trying to turn around in the narrowing valley and stalled, crashing into a mountainous forested area on  Mt. Trelease. Numerous members and staff of the Wichita State Football team were killed. The pilot had only 123 total hours in a Martin 404, the copilot 30 hours. Intentional operation of the aircraft over a mountain valley route at an altitude from which the aircraft could neither climb over the obstructing terrain ahead, nor execute a successful course reversal. Other factors included overloaded conditions, lack of a flight planning and minimum qualifications of the crew.",1970
2495,1970-04-10,"Mahaffey, Pennsylvania",Private,"Dubois, PA - Roanoak, VA",Aero Commander 500-B,2,1,1,2,1,1,0,"The aircraft crashed into a mountainside 20 minutes after taking off. NASCAR driver Curtis Turner, 46, was killed along with pro-golfer Clarence King. Tuner, who was flying the plane, had a blood alcohol of 0.17. Alcoholic impairment of efficiency and judgment.  Evidence showed that Turner had a severe heart attack prior to the accident.",1970
2514,1971-01-21,"Near Privas, France",L'Armée de L'Air,Paris - Orange,Nord 262A-34,21,17,4,21,17,4,0,"Crashed and exploded  in a snowstorm in mountainous terrain. Thirteen of France's nuclear weapons experts were killed. The crew may misunderstood and mixed both altitude clearances of 8,000 feet till Montélimar and 5,000 feet till Orange, descending prematurely.  Controlled flight into terrain.",1971
